Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
500001,6.9391,52,1954,245,645,237,21606.88524
433300,5.8659,52,1875,303,735,293,20801.73772
500001,8.0073,39,3895,561,1271,536,21373.20396
498700,7.2692,40,2822,443,907,414,21986.09239
393500,4.15,52,3410,800,1218,783,20600.23145
434400,4.0833,42,2462,543,857,482,20006.60259
435700,3.2462,33,5135,1450,2404,1292,20006.60259
410700,2.3974,48,4472,1579,2796,1397,20006.60259
438300,2.2148,38,3495,1100,1939,994,19222.72237
342900,3.0642,48,1601,464,784,461,19222.72237
430200,8.2335,37,2330,434,846,457,19222.72237
500001,4.0833,34,1856,273,540,264,21235.53109
500001,6.0352,23,1894,416,769,392,19839.9112
500001,6.6739,45,2375,417,751,410,19777.6839
500001,4.0965,23,4574,1423,1624,995,21908.87678
500001,3.6974,40,5485,1242,2034,1133,18451.53155
364500,3.358,26,3977,1050,1720,935,17072.17634
405100,2.976,52,1295,281,578,273,16303.25866
500001,3.0179,52,1096,247,423,230,16303.25866
225000,2.8036,18,7432,2793,3596,2270,17072.17634
372200,2.6458,16,2930,1038,1648,980,17072.17634
436400,3.9044,20,2745,782,1161,739,17072.17634
250000,2.325,18,4109,1301,2103,1116,17072.17634
237500,1.845,24,5477,1803,2863,1755,17072.17634
468800,4.3571,51,937,348,527,333,18451.53155
500001,1.8209,29,3193,1452,2039,1265,17855.51515
325000,1.5429,24,1996,791,1215,672,17855.51515
232100,2.5434,28,2223,752,1271,684,17855.51515
187500,1.51,30,5293,2446,4123,2127,18651.45816
333300,1.3157,43,2732,1646,3049,1429,18651.45816
350000,1.6903,40,4984,2158,4828,2028,20275.19649
450000,1.7306,28,1759,716,1463,620,19458.45871
340000,1.9354,35,7517,2961,5899,2769,21100.54082
262500,1.6112,25,3926,1715,4865,1612,21100.54082
250000,1.5328,36,2288,1033,3030,890,20275.19649
350000,1.705,33,766,347,918,305,20275.19649
237500,1.625,48,1116,524,1610,483,18651.45816
237500,2.0888,45,1913,696,1552,611,18651.45816
193800,1.4005,43,1615,734,1460,644,19458.45871
162500,1.6331,34,2473,1171,2655,1083,18959.74524
2.00E+05,2.1403,30,1679,682,1445,579,18130.46013
250000,2.1866,29,732,288,691,278,18651.45816
67500,1.625,34,399,141,482,134,20275.19649
211100,1.8214,34,2065,839,2626,775,19797.16517
1.00E+05,1.8977,28,720,267,891,265,19797.16517
193800,1.8576,37,773,314,835,312,19797.16517
250000,2.0341,32,563,191,626,185,18959.74524
175000,2.5556,27,210,98,332,112,18959.74524
221900,1.7325,36,1655,690,1957,633,19458.45871
225000,2.0557,34,1478,675,1976,653,18959.74524
2.00E+05,1.5284,31,622,229,597,227,19458.45871
137500,1.8277,30,2193,965,2197,836,19458.45871
206300,2.2311,52,786,270,756,273,19458.45871
166700,1.7083,29,3403,1367,3432,1174,21100.54082
218800,1.8156,40,3058,1215,3953,1223,20641.72985
216700,1.2412,36,787,420,1506,360,19797.16517
250000,1.7641,38,2067,914,2717,853,21100.54082
203300,1.9297,36,2284,899,1964,839,21100.54082
187500,1.7514,34,2716,1114,2991,1021,21492.59702
230400,2.2612,36,2332,993,3155,927,20641.72985
162500,2.7054,39,631,298,744,274,21933.52015
172500,2.3317,29,2240,792,2254,739,21492.59702
175000,3.0357,38,790,275,664,194,22349.04685
225000,1.9835,43,1583,658,1941,614,21492.59702
112500,1.9766,28,1562,648,1974,597,21492.59702
158300,2.0467,35,2198,998,3441,912,21492.59702
198400,2.0132,35,2624,1116,3548,1008,21492.59702
262500,1.8056,39,336,173,586,151,21492.59702
261600,1.9063,52,1272,322,984,353,21492.59702
253300,2.1927,29,3245,1190,3906,1102,20641.72985
205600,1.4497,25,2345,852,2860,862,20641.72985
226700,2.0307,32,2202,674,2178,635,20641.72985
187500,2.1524,36,2517,842,2446,689,19797.16517
240600,2,30,3165,1263,3678,1141,19797.16517
218200,1.5195,42,1951,846,2500,813,19797.16517
208800,1.676,44,2666,830,2297,726,18959.74524
212500,2.0044,30,1871,766,2595,819,18959.74524
218800,1.879,28,2173,819,2548,763,18959.74524
2.00E+05,3.6953,36,654,186,416,138,18130.46013
165000,1.4375,36,561,180,340,127,18130.46013
220000,1.9911,40,2004,687,1514,542,18130.46013
204700,2.3568,5,2665,954,1733,766,17310.479
210000,2.2,14,3032,999,1691,841,17310.479
346700,3.1078,50,3457,854,1584,841,16821.37934
321600,3.2946,52,1731,502,849,466,17310.479
500001,10.3661,52,1430,186,547,178,16821.37934
280600,2.8021,47,1800,546,921,478,16501.18894
395700,3.8472,52,1003,200,514,204,15987.24886
342000,3.8141,52,2088,388,908,375,15987.24886
315800,2.5982,42,2210,643,1228,605,16501.18894
333900,4.5833,52,1710,350,727,355,15987.24886
304800,3.2824,52,1965,480,794,451,15163.2155
380400,3.125,52,1164,257,575,251,18514.45706
500001,3.5083,52,1777,454,671,439,17664.17659
442900,3.2426,50,2989,832,1345,775,17664.17659
254500,2.2422,30,1390,457,1460,423,19371.23539
287500,1.7542,31,2275,823,2189,720,19371.23539
358100,2.4196,46,2038,534,1250,525,18514.45706
220000,2.7543,23,1443,521,1264,450,19371.23539
330300,3.37,52,1137,304,754,297,18514.45706
380300,4.1429,52,2370,473,1053,434,18514.45706
247500,1.8771,34,2501,1047,3326,970,20233.68613
205600,2.1766,36,1276,503,1502,450,20233.68613
251100,2.8971,27,1514,510,1603,518,19371.23539
227100,2.7038,26,1609,534,1868,497,19371.23539
210000,1.525,34,479,182,557,170,21101.11376
212500,1.8495,23,1864,937,2795,858,21101.11376
225000,1.5685,34,1562,651,1774,559,20233.68613
258300,2.3846,32,2880,1063,3646,1028,20233.68613
173900,2.4,25,2459,823,2635,763,21101.11376
137500,1.9286,38,380,130,445,140,21101.11376
500001,11.615,34,2821,399,843,391,16958.79622
500001,8.5136,26,3902,610,1468,632,17651.0854
500001,4.1717,33,7478,1678,2701,1500,17694.68936
500001,6.5195,35,3946,695,1361,620,16954.1175
416700,7.1134,38,2601,523,870,474,15531.04631
500001,8.5842,42,5518,979,1863,957,16232.04308
500001,2.5588,36,2963,838,1129,745,16303.25866
500001,15.0001,37,407,67,100,47,15550.90143
500001,9.3092,39,3798,586,975,525,14817.62742
500001,8.944,30,6310,957,1776,880,14106.41288
500001,4.3214,41,730,126,230,125,13409.32503
355300,2.9643,38,2158,582,1061,577,15704.24288
367100,1.9937,40,3110,764,1557,763,15163.2155
374100,3.9783,52,2946,695,1258,650,14351.0187
3.00E+05,3.2149,22,3008,938,1224,816,14351.0187
500001,2.8942,31,2697,706,1059,689,14921.61878
397900,3.3864,45,2195,483,1265,455,15163.2155
393600,5.7524,52,1466,254,600,253,14351.0187
423700,6.0338,52,1234,223,543,213,14351.0187
318600,3.6579,48,2566,571,1421,563,24470.43661
350000,4.0721,52,1310,263,689,208,24470.43661
421600,6.4459,51,3149,519,1082,510,23619.14539
412700,5.7778,41,3729,740,1364,707,23619.14539
306800,2.978,41,4138,1130,1859,1030,24072.29517
352100,4.2019,46,1156,203,514,213,23243.04286
397500,5.4122,52,2036,348,775,332,23243.04286
360500,4.5781,52,1803,437,787,388,23243.04286
324000,4.0602,44,2728,585,1227,567,22773.29668
304600,4.7132,50,2113,398,793,418,23619.14539
210900,3.0958,49,1767,467,1066,438,22773.29668
2.00E+05,2.3421,48,805,246,633,235,22773.29668
217300,2.7875,49,2843,880,2004,796,22773.29668
344800,4.1667,48,1527,295,589,286,23210.46135
268800,3.9674,52,3225,763,1559,710,23210.46135
196500,2.3333,52,2273,663,1480,597,22349.04685
252300,3.7847,52,2327,555,1048,491,23210.46135
278800,3.6434,51,1532,366,669,333,24076.30762
241400,3.8448,36,3503,833,2652,788,24076.30762
230800,4.625,52,1079,222,439,201,23210.46135
225000,2.9709,44,3646,912,1783,861,23210.46135
166700,2.3816,52,984,276,994,260,23727.78459
203300,2.4375,41,1396,360,1069,363,23727.78459
187500,3.5039,46,945,250,910,252,23727.78459
198800,2.3913,35,1147,365,1016,296,22848.62919
170500,2.0214,36,2306,813,2823,765,23426.90304
187500,2.625,28,579,184,673,202,23426.90304
160000,1.7016,27,1190,518,1795,422,22535.90575
157500,2.5521,38,2265,801,2899,792,22848.62919
184300,2.7179,46,3007,854,2587,814,22848.62919
2.00E+05,2.9423,42,997,374,982,372,21972.92885
203100,2.6178,52,2465,773,2328,746,21972.92885
185000,3.2386,43,962,253,658,244,22848.62919
170800,1.87,38,1270,556,1692,450,22535.90575
182000,3.1607,42,1618,522,1454,440,21972.92885
228800,2.4429,52,1739,464,938,482,22349.04685
213500,2.875,39,3162,896,1934,818,21972.92885
169100,2.7366,40,1630,543,1568,510,21972.92885
219200,2.4677,49,3828,1197,2862,1009,22349.04685
156300,1.9722,35,1335,440,1586,445,26112.54703
143800,3.1944,40,506,119,397,114,26112.54703
187500,4.9844,52,109,20,86,24,25495.02949
137500,4.025,52,137,26,65,24,25495.02949
136100,2.6442,47,859,239,913,234,26696.11425
150000,2.6923,49,1638,456,1500,430,26696.11425
155500,2.6051,45,1747,484,1680,441,26696.11425
210000,3.5603,52,2050,429,957,418,24946.12422
241700,3.75,52,104,20,32,17,24946.12422
2.00E+05,2.1108,44,1425,438,1121,374,24610.02477
169200,2.6136,47,2133,689,2104,662,24610.02477
174300,2.6336,43,1903,635,1919,613,24946.12422
189400,2.935,52,1866,470,1211,417,24946.12422
166700,1.7945,50,1791,660,2183,675,23727.78459
167800,2.5428,45,2174,627,1992,557,23727.78459
189800,3.1864,52,3142,765,1728,682,24946.12422
179200,1.9209,45,2225,827,2699,792,23727.78459
181700,2.4038,46,2341,703,2371,648,23426.90304
232100,2.7625,52,830,200,701,189,23426.90304
217900,1.9028,47,2059,618,2033,544,24320.16398
175000,2,43,764,322,1275,306,24320.16398
225000,1.5491,20,41,17,87,25,24078.21181
137500,1.6136,27,223,80,249,82,25215.44801
192500,2.2545,18,4297,1420,4332,1286,24320.16398
133300,2.3942,16,719,225,801,218,24320.16398
150000,1.875,40,1081,282,970,263,27575.63042
154200,1.8173,31,394,117,573,131,27272.25515
152100,1.9704,34,1709,562,2105,503,27272.25515
115500,2.3409,38,1241,298,1055,263,29952.91864
114000,2.4375,49,1320,309,1405,328,29057.63023
139600,1.9937,21,1353,380,1688,367,28813.03695
159600,2.2708,34,1765,551,2203,500,28813.03695
133900,2.2907,39,986,361,1347,299,28164.02071
173200,1.9495,26,2574,807,3163,802,28164.02071
138200,2.5343,39,1594,430,1668,378,29342.34988
126000,2.2222,41,1807,429,1699,424,29057.63023
213000,4.239,39,2054,423,1205,403,30543.29638
153000,2.6806,52,3672,808,3062,764,28164.02071
138500,1.6118,39,1287,353,1171,345,28457.78839
144200,2.4632,39,1561,445,1780,391,28457.78839
159200,1.9881,37,1822,498,1961,506,28457.78839
145800,2.0133,35,1504,477,2059,498,27011.28018
158300,1.7463,36,839,250,1079,245,27011.28018
160200,2.1333,31,1077,300,1198,274,27911.48962
167200,2.4135,52,1770,435,1848,439,27911.48962
191700,1.7292,47,1346,383,1452,371,27911.48962
153100,2.3859,31,1453,404,1486,389,27911.48962
168800,1.9375,42,902,318,1312,323,27911.48962
147500,1.8781,29,1478,413,1580,394,27701.32289
170800,2.1696,36,3334,920,2881,800,32900.746
142500,3.1146,48,2514,595,2484,601,32305.14937
145800,1.3125,37,299,89,318,92,32305.14937
153800,3.3977,45,1327,271,1069,284,32008.4601
148800,2.6226,40,2744,708,2747,674,31117.86297
184900,3.3785,44,1688,426,1605,384,31117.86297
144200,1.9706,41,2090,530,2043,537,30229.10389
200400,4.875,10,1907,398,921,369,31423.06782
166700,4.975,10,1940,445,763,412,31423.06782
153100,4.7853,7,2529,689,1215,577,31423.06782
230900,4.9231,8,1116,267,435,235,31423.06782
129300,2.9167,35,2226,602,2230,549,30849.73979
139500,1.9038,35,1554,381,1487,374,29952.91864
166300,3.0241,38,2965,665,2128,650,29715.8004
169600,3.375,42,1555,337,1152,348,29715.8004
163100,2.5132,44,1734,364,1133,351,29213.65486
175000,2.375,33,1515,415,1345,346,32900.746
162100,3.1442,50,1568,302,1093,333,32900.746
156500,2.5523,36,3066,797,3097,780,32008.4601
146600,2.2348,33,2907,797,3212,793,32008.4601
135500,2.9939,31,1318,311,1164,289,30849.73979
151900,2.3281,33,1369,408,1475,377,30849.73979
144600,3.2031,43,1523,378,1338,352,32647.47477
158500,3.2279,39,787,181,731,179,31747.96377
147500,3.375,33,851,231,936,228,31747.96377
156000,2.6842,28,2616,630,2218,621,30619.6724
150000,3.4952,19,2150,544,1510,467,31256.41594
135700,3.5769,41,247,55,925,50,31870.70056
148500,3.875,37,1155,225,814,241,31256.41594
148600,2.6083,27,2025,565,2189,577,29813.04664
137500,1.9762,32,555,159,748,163,29213.65486
93800,1.1868,47,2324,658,3020,594,29213.65486
112500,2.2961,46,453,119,533,132,28609.59923
111800,2.1136,40,1181,335,1441,337,28609.59923
137500,2.4886,8,762,204,728,174,27769.67161
133600,1.6667,46,1051,302,1435,305,28369.65834
142800,2.0885,36,2672,675,2883,674,27769.67161
125000,3.2125,37,349,79,276,64,28369.65834
109400,2.1029,46,321,101,401,86,28609.59923
156800,2.3611,30,511,153,1152,149,27701.32289
112500,10.2264,52,48,6,41,10,26793.94449
137500,1.0714,36,1243,470,1668,444,26621.31691
109100,2.095,52,470,115,434,123,27701.32289
153100,2.2344,34,1083,364,1132,338,26793.94449
155000,3.1654,34,1113,313,928,290,26621.31691
157100,1.6122,41,1422,478,1640,434,26621.31691
129200,1.3846,26,745,258,694,236,27187.74066
131900,2.52,28,1079,306,1358,285,27187.74066
136400,1.9271,28,950,357,1485,345,27187.74066
144000,2.121,45,2146,607,2868,625,27187.74066
141700,1.9615,43,1165,317,1279,303,27769.67161
121900,1.9205,40,1146,323,1354,321,27769.67161
117200,1.7054,40,1082,318,1085,273,27769.67161
147200,2.02,42,1703,586,2490,581,27769.67161
150000,2.625,41,1268,398,1887,407,27769.67161
127900,2.7708,43,977,266,1084,259,28369.65834
124300,2.1058,41,1098,264,1178,245,28369.65834
121800,2.29,50,1407,401,1526,385,27769.67161
134900,2.1806,45,963,234,1194,239,27544.69556
150000,1.9688,40,1095,305,1322,281,27544.69556
136700,2.1071,52,1053,246,1036,249,26740.5282
142600,3.2639,50,1183,246,851,231,26740.5282
136300,2.07,52,1249,307,1223,297,26926.25921
127600,3.7619,47,1894,408,1629,379,26926.25921
122800,2.3716,52,1754,452,1849,445,26102.97041
143800,1.8224,44,1399,386,1419,373,26926.25921
147200,2.181,36,1625,490,2003,478,26926.25921
125000,1.6888,44,1582,544,1998,515,26926.25921
135400,1.0333,18,796,227,547,218,26926.25921
135300,2.1862,36,1825,479,2097,480,26325.61966
165000,2.2454,37,845,249,881,252,26325.61966
148400,2.8,47,1325,393,1557,352,26325.61966
151600,1.6319,28,1841,809,3199,727,27187.74066
155000,2.1923,52,846,271,1153,281,26325.61966
139300,1.9402,43,1153,411,1667,409,26621.31691
114300,2.5455,47,722,235,930,226,27187.74066
141700,1.4189,43,798,308,1417,325,25744.02261
115600,1.2,44,1105,346,1598,372,26621.31691
115000,1.5163,43,2343,803,2468,707,25744.02261
152500,1.9405,43,1502,477,1844,477,26325.61966
139600,2.2788,47,1306,391,1499,346,26325.61966
139600,1.8125,45,554,214,888,218,24881.49916
141800,2.6573,45,1860,472,1893,456,25482.85924
141100,2.5268,44,1550,407,1718,403,25482.85924
146300,2.2083,52,497,132,547,121,25482.85924
145000,2.2656,47,876,228,872,231,25482.85924
135200,1.925,41,1292,334,1150,322,26102.97041
146000,2.75,49,1098,317,1411,301,25301.76969
135200,2.3472,52,774,209,813,203,26102.97041
140800,2.7266,37,1583,392,1776,377,26102.97041
140600,1.4115,52,583,157,730,174,26102.97041
129700,2.6875,45,792,203,872,188,24661.44432
144800,2.3575,44,2702,770,3260,721,25959.08893
130700,2.3944,48,2230,593,2419,598,25301.76969
175000,1.625,26,36,9,35,9,25301.76969
126600,3.7543,42,498,120,548,119,25301.76969
67500,7.5752,52,22,7,55,7,24661.44432
133300,1.3615,43,1811,513,2123,487,24661.44432
225000,2.5313,52,346,270,346,251,25708.73597
181300,0.8288,13,1703,697,1823,669,24796.81326
112500,1.0769,52,116,107,171,92,24643.30548
350000,1.1979,33,390,199,435,193,24982.27288
87500,1.0227,8,1204,552,1074,517,24982.27288
162500,1.7395,19,2870,1021,3325,978,24982.27288
350000,0.6775,52,2806,1944,2232,1605,23885.62419
275000,0.8131,8,3105,1256,1086,997,23885.62419
287500,5.3081,12,4011,1438,1673,1088,24078.21181
500001,4.0972,52,58,52,41,27,22975.25605
162500,2.462,6,1529,566,1051,473,22827.46089
312500,1.7763,52,174,66,249,57,24078.21181
175000,1.4886,15,326,123,490,105,23175.5186
131300,1.8625,40,637,273,1150,263,23175.5186
185900,1.8438,52,1802,613,2382,587,23426.90304
165600,2.2607,40,680,273,995,249,23426.90304
187500,2.5227,30,929,238,763,214,23426.90304
225000,2.345,38,715,282,1174,300,23175.5186
87500,1.5854,42,2541,1282,3974,1189,23175.5186
213300,2.3438,42,1175,428,1593,407,22535.90575
154200,1.5885,30,1771,788,2188,764,22274.35955
152100,2.3438,34,786,341,1239,320,22535.90575
152500,2.1135,32,1657,579,2071,598,22535.90575
208300,1.9818,33,1416,686,2013,614,22274.35955
183300,2.3981,33,1177,468,1533,430,22535.90575
207100,1.9233,41,1072,331,1111,314,21647.45165
216700,2.4632,24,3247,1281,2642,1182,21647.45165
265900,2.2552,14,1924,926,2226,792,21647.45165
190000,2.3636,32,1777,536,1684,489,21647.45165
177500,2.0173,25,7522,3179,7221,2902,21647.45165
4.00E+05,1.1642,14,1787,853,2251,763,21374.92871
175000,1.7199,17,2518,1196,3051,1000,21374.92871
137500,1.1346,17,2124,1168,3915,1137,22274.35955
112500,1.3241,25,1714,1176,3723,1036,22274.35955
187500,1.494,45,564,353,1172,319,22274.35955
275000,1.4904,26,513,338,1204,321,22274.35955
110000,1.7238,33,1950,1047,3707,1012,23175.5186
137500,2.7634,37,350,245,1122,248,22065.81046
275000,0.9563,52,1292,864,2081,724,22065.81046
225000,1.6184,52,1261,616,2309,581,21374.92871
187500,1.1122,52,936,454,990,354,21374.92871
162500,1.2254,42,2472,1368,3795,1179,21374.92871
325000,1.7866,25,1316,836,2796,784,22065.81046
225000,1.5727,26,1164,674,1685,541,22065.81046
275000,1.4615,28,1306,637,2079,598,21157.40638
162500,1.6355,31,1525,730,2510,652,21157.40638
158900,1.4413,41,1788,774,2931,702,21157.40638
162500,1.3,41,1075,597,2260,614,21157.40638
212500,1.4801,44,968,384,1805,375,21157.40638
112500,1.3169,47,661,359,1406,307,22065.81046
118100,1.7038,13,1784,730,2158,682,21911.77176
225000,1.8304,24,323,214,751,189,22065.81046
275000,1.2012,12,535,328,1194,365,22065.81046
500001,8.8062,52,2156,306,861,311,18126.53186
500001,15.0001,52,1841,240,693,218,16913.33218
500001,15.0001,52,2248,255,813,265,17257.04324
500001,15.0001,52,1482,171,531,161,17257.04324
500001,7.4574,52,2089,309,883,281,16030.89564
432800,3.4812,52,1311,310,707,290,16030.89564
316700,1.6806,49,649,315,987,329,21101.11376
290600,2.5386,19,3013,1118,2465,1008,20761.86723
141700,2.0185,9,1554,815,1704,761,20477.45381
3.00E+05,1.6406,22,492,269,634,261,20761.86723
253100,2.3567,26,2302,1124,2660,1004,20761.86723
3.00E+05,1.925,43,3056,1345,3920,1304,21101.11376
230600,2.4348,31,1489,664,1793,556,19879.53602
237500,1.8238,46,5677,2610,7443,2406,19879.53602
282300,2.3375,26,2107,757,2660,740,19879.53602
281700,3.425,36,2657,738,2274,723,19879.53602
305600,2.2364,28,2362,949,2759,894,19000.91124
350900,2.6218,49,2549,630,1539,594,19371.23539
445000,2.2653,40,2657,794,2149,749,19000.91124
500001,11.2185,52,2980,366,967,359,18126.53186
450000,0.8804,36,369,147,145,136,18689.49842
500001,5.7393,52,983,246,578,204,17799.72053
404500,3.5909,25,2740,707,1420,664,18126.53186
500001,15.0001,52,955,100,457,120,17799.72053
166700,2.3105,26,5062,2055,4533,1822,19000.91124
412500,1.6987,30,3110,1269,2535,1218,18689.49842
175000,2.2708,18,3759,1621,3296,1462,19879.53602
500001,2.3674,20,3264,1248,2919,1191,19000.91124
75000,2.2094,20,1782,896,1749,823,19582.2038
325000,1.9038,34,2470,1197,2326,1055,18689.49842
112500,1.7365,24,4021,1707,3727,1529,20761.86723
3.00E+05,1.8829,28,5221,2530,5840,2374,19879.53602
150000,1.6953,43,1366,740,942,672,19582.2038
70000,1.5553,42,3894,2293,6846,2156,20477.45381
187500,1.5954,27,2456,1111,4137,1104,20477.45381
350000,2.1637,46,1759,1012,2716,877,20477.45381
137500,1.468,47,1390,872,2860,827,19582.2038
233300,1.9309,23,2040,778,2235,697,20477.45381
270000,2.0332,33,2437,1283,3906,1084,19582.2038
475000,1.8214,21,3960,1490,3468,1335,19582.2038
322200,1.7896,23,2512,1203,3720,1118,19582.2038
500001,2.8202,24,1336,453,1268,426,18689.49842
187500,1.6725,47,3038,1533,4225,1472,18689.49842
410000,2.0547,34,1848,667,1351,589,18689.49842
328900,2.1435,52,2124,756,1920,756,18689.49842
360000,2.0278,31,2827,1084,3107,993,18689.49842
380000,1.9949,14,1559,646,1639,567,18689.49842
291500,3.5517,42,3292,713,2224,674,17537.43997
436800,4.125,43,2808,584,1654,569,17799.72053
337000,4.5918,36,3239,722,1383,612,17799.72053
433800,8.3617,52,1368,231,737,248,16913.33218
257800,3.375,48,2405,527,1868,502,16636.97468
226300,2.5284,44,1574,390,1323,404,16636.97468
171300,2.1736,45,1707,519,1446,466,16636.97468
327300,1.5882,50,1389,364,976,302,17537.43997
250000,1.9923,42,3343,1183,3480,1146,17537.43997
305800,2.5313,35,1692,423,1578,406,18439.98183
417600,3.1406,40,1667,365,1161,384,18439.98183
115600,1.9152,44,1612,650,2028,593,19344.3096
214300,1.721,42,1476,610,1605,545,19344.3096
350000,2.2937,42,443,223,582,223,18439.98183
157700,2.1414,46,1386,457,1845,485,19344.3096
193800,2.2684,31,1744,720,2034,633,19344.3096
193800,1.3867,30,1417,589,1615,540,20250.18401
168800,1.5972,34,1102,448,1325,439,20250.18401
161100,1.9323,36,1723,569,1664,501,19344.3096
187500,2.096,34,1453,588,1987,589,19344.3096
250000,1.847,18,3585,1661,5229,1534,20250.18401
350000,2.3864,11,677,370,1143,341,20250.18401
229200,2.053,31,2818,1252,4126,1200,20250.18401
479000,4.6838,52,1801,313,714,293,15987.24886
500001,4.89,52,2497,406,1030,412,15536.0186
500001,4.1328,52,2315,356,894,345,15536.0186
450000,5.8632,52,2066,319,981,297,16393.22361
500001,10.586,52,1421,163,495,167,16821.37934
500001,15.0001,52,1721,195,688,196,16821.37934
500001,6.2223,52,1621,284,588,272,16393.22361
500001,4.1618,52,3421,598,1203,564,16393.22361
500001,5.5871,52,2756,542,971,510,16821.37934
175000,3.2645,52,2877,721,1186,704,15987.24886
225000,3.1765,52,2373,601,1135,576,15163.2155
175000,2.9621,52,1902,488,848,478,15163.2155
450000,3.6111,48,890,255,434,232,15536.0186
287500,3.3594,45,7803,2154,3359,2041,15536.0186
350000,4.0179,46,1651,410,512,397,15536.0186
500001,3.5719,45,3312,880,1157,809,15536.0186
355200,2.3375,40,1821,447,777,441,14686.5865
411100,4.7019,48,1740,360,748,357,14686.5865
405600,4.3667,50,2519,537,1117,516,13846.35793
456900,3.4265,52,2046,451,944,435,14686.5865
486900,4.25,52,2203,437,899,384,13846.35793
486400,5.24,52,2195,435,884,432,13846.35793
287500,3.201,44,2703,663,1045,619,13846.35793
453400,3.1677,39,2309,526,870,546,13846.35793
474300,3.4286,52,1084,247,468,255,13846.35793
485000,3.3989,25,4625,1307,1739,1191,13552.78668
375000,3.3725,16,4814,1381,1897,1209,13017.11521
500001,3.5573,21,3653,956,1510,890,13017.11521
225000,3.1766,52,3175,1057,1594,997,16393.22361
500001,2.4722,52,3446,1360,1768,1245,15153.10133
500001,7.1669,52,1314,170,629,214,16030.89564
321600,3.9167,52,2530,458,1122,449,15738.94239
396000,3.5481,52,2069,417,826,377,16030.89564
327300,3.7167,52,1482,336,768,300,16030.89564
250000,3.2411,52,2837,602,1164,551,15153.10133
385000,3.7167,48,1354,279,716,309,15153.10133
440900,5.3819,52,1368,322,617,303,15153.10133
328800,2.6781,33,2880,836,1416,736,14843.7847
4.00E+05,3.2279,48,3551,826,1601,827,15153.10133
355000,3.25,39,2810,670,1109,624,14280.80532
500001,2.9605,52,2130,455,921,395,14280.80532
446000,4.5192,52,843,160,333,151,13415.08021
500001,5.5596,52,1608,289,630,252,13415.08021
362500,3.1475,28,2522,616,991,574,12557.28512
450000,2.7824,29,3946,1008,1676,876,12557.28512
310000,2.8233,31,4345,1158,1987,1070,12557.28512
5.00E+05,3.5556,25,2558,661,1183,636,12557.28512
345300,3.0862,35,2457,552,1159,523,13064.45503
278500,3.825,52,1197,231,671,219,12801.11139
275000,4.005,48,1266,234,539,222,13064.45503
296100,2.9883,41,2369,544,1252,522,13064.45503
470000,5.0858,52,2239,423,832,411,13415.08021
444300,4.0583,52,2346,437,1121,400,13064.45503
440900,3.625,52,1563,306,776,308,13064.45503
500001,4.0217,52,2402,506,878,464,13415.08021
322600,3.3824,48,1825,404,728,363,13952.05492
295200,4.0625,47,1424,300,632,278,13952.05492
243600,3.2813,48,1835,380,956,370,13952.05492
242000,2.7917,49,995,184,462,194,13705.87944
254700,3.3333,45,1879,395,946,409,13952.05492
338100,3.0833,50,3518,812,1724,758,13952.05492
417900,3.0707,52,2053,480,900,417,12181.8878
474100,5.7509,47,1621,314,724,311,11305.53191
351000,4.2404,52,1004,231,590,226,12181.8878
334100,4.4191,52,1241,210,526,214,12181.8878
333600,4.8958,49,702,143,458,187,12181.8878
287500,3.238,40,2352,598,1133,563,12181.8878
500001,3.0956,35,3517,879,1632,784,12181.8878
234100,2.5806,47,2815,679,1533,594,14843.7847
158000,2.0984,44,1856,493,1374,469,14843.7847
202100,2.8793,42,1372,275,674,271,13952.05492
252000,2.5658,45,2283,509,1093,475,13952.05492
290800,2.8841,46,2149,451,905,443,14843.7847
213500,3.1944,50,2009,419,1130,402,15738.94239
140600,2.2725,39,975,292,723,285,15738.94239
195800,3.6435,52,1971,414,1065,409,14843.7847
259400,2.6654,52,2194,504,997,438,15738.94239
172700,2.532,39,2965,812,2638,794,17342.61822
165000,2.2554,39,1294,330,1140,313,17342.61822
156300,2.3526,48,1184,328,953,311,17342.61822
192500,2.913,31,1090,251,955,239,16431.36952
268500,2.0706,46,3015,795,2300,725,16636.97468
420000,3.6373,52,2545,401,1004,372,16431.36952
167100,2.7409,41,2099,472,1369,465,15738.94239
139700,2.5955,35,2345,607,2042,565,15521.33555
127100,2.2254,40,2064,662,2140,617,15521.33555
123200,1.7014,37,1466,529,1835,500,15521.33555
150700,1.8685,36,1956,601,1672,546,14612.74329
151600,3.0856,49,1104,266,668,297,14612.74329
179200,2.1711,45,1579,357,713,335,14612.74329
139400,2.3214,48,1769,429,993,405,13705.87944
157000,3.5161,45,1767,417,1052,379,13705.87944
146800,2.3687,38,1626,375,1019,372,14612.74329
133500,2.1078,43,1690,379,1017,359,13546.78134
122200,3.0694,37,1236,309,966,292,12630.50986
125800,2.0538,34,3239,806,2331,765,13705.87944
169400,2.4635,41,1617,423,1110,375,14612.74329
110900,1.9,44,865,208,537,183,14463.72866
138000,2.5625,45,1839,459,1312,460,14612.74329
171400,2.6,42,1681,360,987,337,15521.33555
118800,1.6581,48,1426,331,784,356,15381.23093
134600,1.9408,42,2010,494,1203,427,15521.33555
138100,1.975,35,1438,333,794,306,14463.72866
161500,2.5927,33,1806,444,1161,393,16431.36952
